report_id,ts_code,unique_anchored_date,raw_pdf_path,pdf_sha256,original_line,date_text,date,characters_before_author,date_starts_at,title_precedes_date_on_same_line
AP202109141516187943,300750.SZ,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202109141516187943.pdf,b27db84600a13b53b91cd31f8dda7ae89f8fa56cdd57ee88411d365b5c2cddff,,,,,,
AP202110101521816223,600438.SH,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202110101521816223.pdf,b2923af131043f06281b73d120ff4f775cf31da4c4397ba6139594cf6dc0c81c,,,,,,
AP202110211524094153,601865.SH,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202110211524094153.pdf,dc6aef7242b5c6d5deac5da6c704ed334ce4a384dd1504efb4861b480b1d33f3,,,,,,
AP202110261525176183,600438.SH,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202110261525176183.pdf,2a30a647c702550e0492e3841cd8264644556d661835e2e69c68189ff25a8548,,,,,,
AP202110281525590358,002202.SZ,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202110281525590358.pdf,bb6b24e0e86f16605e9b369c125637e80c11f427f8df41613383380782bac22e,,,,,,
AP202110291525737650,688599.SH,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202110291525737650.pdf,dfcd2ad40b098fdd274802f8df2734d40e0ba98d52d528621cbd6c2f941e75fc,,,,,,
AP202110291525830043,603659.SH,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202110291525830043.pdf,698a1b2f602693097180954d71a1e4e357a5ddf3881c596a242a4269874616d1,,,,,,
AP202110301525843491,603806.SH,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202110301525843491.pdf,be69c4934ef4b9b01a21efdaa0fe63894e89c6579f1c522231a2ab1e8a370f3d,,,,,,
AP202111031526727796,688303.SH,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202111031526727796.pdf,972ee748b5569846b7425f9a8ba0270f81c20d09a8a6b43ef6498a6418ffa308,,,,,,
AP202201281543167750,300919.SZ,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202201281543167750.pdf,16a93f40e2b5075332a878ab467dc55d0875b81768e4408c2da6b96e94045190,,,,,,
AP202203161553001180,688303.SH,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202203161553001180.pdf,f12d695dad07ffb7255dcfa6b72207379c296d19082ea57bd20ca5ed72ce1d71,,,,,,
AP202203181553456742,603806.SH,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202203181553456742.pdf,5ba2bea5f3ba4dac1794b19c448bd7e5e06354a2938623280ed92e16116b5a90,,,,,,
AP202203201553840992,600011.SH,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202203201553840992.pdf,3fc6d0c8a7b8b40368ecc241ee2516bc67e8002038ca85a747d45c6bc1f0d7a8,,,,,,
AP202203231554422389,601865.SH,False,data/raw/510300_forward_eps_soochow_originals_v1/AP202203231554422389.pdf,2fc37e67288a30502b93afea9d4261a9fb612e8b3735fcf61995765c7e3d1e73,,,,,,
AP202203281555595390,601601.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202203281555595390.pdf,8ba6d8e27ccd1902269c72f4d28c4d4110bed0e04d62c031880a03f8bc84534a,"营运利润增长稳健,分红低于市场预期 2022 年 03 月 28 日",2022 年 03 月 28 日,2022-03-28,107.0,90.0,True
AP202203291555840008,002202.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202203291555840008.pdf,6514daf3cb313e039d1ba89c8e28cb6bbc62b2e437153e826dab1e78fd7ea055,"2021 年年报点评:大机型快速放量,盈利改善 2022 年 03 月 28 日",2022 年 03 月 28 日,2022-03-28,105.0,88.0,True
AP202203301556047230,601336.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202203301556047230.pdf,cf1dffa8f7babe4d4b47a5ced295ca81d6926f9e7694af8c61580c3e3f825e97,"准备金补提侵蚀利润,队伍质态拐点已现 2022 年 03 月 30 日",2022 年 03 月 30 日,2022-03-30,108.0,91.0,True
AP202203301556054499,600754.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202203301556054499.pdf,919d14988f2306d7811e71ccae33003752c8d00fe3634df44a693be874f03188,"2021 年报点评:海外减亏,开店持续加速 2022 年 03 月 30 日",2022 年 03 月 30 日,2022-03-30,110.0,93.0,True
AP202203301556096182,688005.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202203301556096182.pdf,9e38dc60c89afb8e498c36686e8f3d9b2b39005c54de90aaf0baaf6ed98a7861,"高镍龙头地位稳固,产能扩张再加速 2022 年 03 月 30 日",2022 年 03 月 30 日,2022-03-30,105.0,88.0,True
AP202203311556286713,002594.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202203311556286713.pdf,71e83a2d40ec043808153e2851ea81f5bc0e404c941584ca38d71d3f545530f6,"龙头销量持续高增,引领电动化大趋势 2022 年 03 月 30 日",2022 年 03 月 30 日,2022-03-30,106.0,89.0,True
AP202203311556304655,300769.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202203311556304655.pdf,ad9b42fe4290340292e4b3dd70f0bda2ef973ce721c71e479e12eed85c38413f,"铁锂龙头高歌猛进,率先布局锰铁锂 2022 年 03 月 31 日",2022 年 03 月 31 日,2022-03-31,105.0,88.0,True
AP202204011556454746,600519.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204011556454746.pdf,1e92fb1008dbb250bae15528077b66861b28a85f61f0fe154035b05ee7fd97ee,"2021 年报点评-圆满收官,直销渠道亮眼 2022 年 03 月 31 日",2022 年 03 月 31 日,2022-03-31,102.0,85.0,True
AP202204011556484305,002410.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204011556484305.pdf,bbd9a89f8586b17d7ec91b1aa797d8ff2962cab54d13011dbef0485e5fee6e8b,"造价持续高增,施工开启第二成长曲线 2022 年 03 月 31 日",2022 年 03 月 31 日,2022-03-31,97.0,80.0,True
AP202204011556484312,601238.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204011556484312.pdf,a99c972d1ee2131e7f3ea19e4db5b3f46f47c171ff0bee3b7bc51e9573b70ba0,"Q4 毛利率改善,合资盈利向好 2022 年 03 月 31 日",2022 年 03 月 31 日,2022-03-31,95.0,78.0,True
AP202204021556717798,600705.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204021556717798.pdf,d5b1d254b9cb8862bfad4055b01a8057338c39b6236cb90e30789790fcc602a2,"产业布局多元,公司整体盈利亮眼 2022 年 04 月 01 日",2022 年 04 月 01 日,2022-04-01,96.0,79.0,True
AP202204071557696543,000661.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204071557696543.pdf,28c809c41ebede313045081df39cc45a7655fff0116cc67cfb41ed36c34b8d54,"产品注册取得突破,市场空间持续拓展 2022 年 04 月 06 日",2022 年 04 月 06 日,2022-04-06,99.0,82.0,True
AP202204081557974348,601238.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204081557974348.pdf,ad666289e85d6239efd515c57b8536c82dcdd86ec8d63fa58c77788a766d968b,"3 月批发同比+30.89%,埃安持续高增长 2022 年 04 月 08 日",2022 年 04 月 08 日,2022-04-08,102.0,85.0,True
AP202204081558018590,688005.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204081558018590.pdf,dc70fa66457e3bb6ff7fcde1ca9adaf642e399b2e354ab2445985a2be4cc6032,"出货同比大增,量利双升符合市场预期 2022 年 04 月 07 日",2022 年 04 月 07 日,2022-04-07,112.0,95.0,True
AP202204091558155813,000625.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204091558155813.pdf,6f943724e639209cfade51f782390655fbc48a3d1733ccdef08a1ee1d36e2202,"3 月批发环比+70.91%,芯片短缺缓解 2022 年 04 月 09 日",2022 年 04 月 09 日,2022-04-09,101.0,84.0,True
AP202204111558549502,300979.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204111558549502.pdf,f69f3681010f6df715c451d8947d22ef54172126c17bfbdb954053e96d8e7c7c,"2021 年报点评:量价与效率齐升,共促业绩靓丽 2022 年 04 月 08 日",2022 年 04 月 08 日,2022-04-08,105.0,88.0,True
AP202204111558549620,600104.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204111558549620.pdf,aec40080dfb956c33735ab1db5e716a6c11814d403a8732d8c9b9ed29c272896,"3 月批发环比+37.61%,新能源持续增长 2022 年 04 月 09 日",2022 年 04 月 09 日,2022-04-09,102.0,85.0,True
AP202204111558610692,601633.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204111558610692.pdf,71287cc7fc2434dab8d9be13089a3d1aca12694f3f110b01bd37a169050952a1,"3 月批发环比+42.57%,欧拉&海外表现较佳 2022 年 04 月 11 日",2022 年 04 月 11 日,2022-04-11,104.0,87.0,True
AP202204121558822880,002271.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204121558822880.pdf,bdd8dd71ab7b06136d0249ee71850fa553737ee8d338b75c1b9b25cb0e6ef0c2,"Q4 逆势增长,多品类及非房拓展显成效 2022 年 04 月 12 日",2022 年 04 月 12 日,2022-04-12,100.0,83.0,True
AP202204151559353494,603019.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204151559353494.pdf,596917b4e30bcaf5654ab79ee5d3cbf27a40deb3320087b992e7d8cb97cbba44,"业绩略超市场预期,新基建潜能持续释放 2022 年 04 月 14 日",2022 年 04 月 14 日,2022-04-14,100.0,83.0,True
AP202204151559391551,002920.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204151559391551.pdf,73d8cb118bac9663a7a07ba034d5e20af07c80d567ca1fe22eaa114970aec7bf,"Q4 业绩靓丽,2021 年化新订单超 120 亿 2022 年 04 月 15 日",2022 年 04 月 15 日,2022-04-15,106.0,89.0,True
AP202204151559391592,601689.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204151559391592.pdf,ffdc5d465ddbb70c7bcc4e082640e727bcd7822ca40728502079bb07c650f0e2,"Q4 符合预期,2022 年重点推广汽车电子 2022 年 04 月 15 日",2022 年 04 月 15 日,2022-04-15,104.0,87.0,True
AP202204201560328067,002920.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204201560328067.pdf,71ac12e69f640c7ac24521283791d2aca2401be25af5322c9322c89f7d7f6d6e,2022 年 1 季报点评:Q1 业绩超预期 2022 年 04 月 17 日,2022 年 04 月 17 日,2022-04-17,103.0,86.0,True
AP202204231561113940,601633.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204231561113940.pdf,8d2a48a6c221b85bcd9efbd1aa54773f89a683c8122e04db15932ff3daf9c60b,"修炼内功,品牌向上! 2022 年 04 月 23 日",2022 年 04 月 23 日,2022-04-23,91.0,74.0,True
AP202204261561699702,000063.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204261561699702.pdf,f6fb490dd5dfe56d27a0659991b4aa709d2e3d9a5c8dc52fa334c712d6386443,"技术研发,夯实领先优势 2022 年 04 月 26 日",2022 年 04 月 26 日,2022-04-26,117.0,100.0,True
AP202204261561709146,300308.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204261561709146.pdf,8db632d74804e4f8c6284db4744a13d0451ec16179b176d77eabe510032784f4,"长,持续看好光模块龙头稳健发展 2022 年 04 月 26 日",2022 年 04 月 26 日,2022-04-26,132.0,115.0,True
AP202204271561844562,002837.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204271561844562.pdf,9aa170f722f6828a77f9086f11babba4c269f5d78221eaa745dec3649ec90987,"方案龙头企业,行业与公司稳健发展 2022 年 04 月 26 日",2022 年 04 月 26 日,2022-04-26,125.0,108.0,True
AP202204281562052266,601628.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204281562052266.pdf,e646549d495332ba46775e3163e4cc69a32c66eaec9f2ab31b6c5fd39f58da6e,"队伍规模环比企稳,权益浮亏大幅拖累利润 2022 年 04 月 27 日",2022 年 04 月 27 日,2022-04-27,100.0,83.0,True
AP202204281562219048,002594.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204281562219048.pdf,a39febb9e9baf7d16e2e8ef0308091ae6da48abc78acd7d167f4de052f33a8fe,"2022 年一季报:电动车产销两旺,盈利亮眼 2022 年 04 月 28 日",2022 年 04 月 28 日,2022-04-28,101.0,84.0,True
AP202204301562483103,600398.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204301562483103.pdf,e5370a6244578ca6609339291f071d04b610efed0c09dc8bf4b0c336da2d5e6c,"男装第一国民品牌,期待业绩进一步复苏 2022 年 04 月 29 日",2022 年 04 月 29 日,2022-04-29,99.0,82.0,True
AP202204301562531175,600660.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202204301562531175.pdf,3a435851d7e6ce583cd318eaf44c2bb1acd67181d917533b7525014d96abca91,"发行超短期融资券,助力公司持续发展 2022 年 04 月 30 日",2022 年 04 月 30 日,2022-04-30,99.0,82.0,True
AP202205011562705055,603369.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205011562705055.pdf,d8c582694e8eb90fc757a04980c383f413b85009eca70d566701032f75554f47,"2022Q1 业绩点评:稳健增长,经营势能持续 2022 年 04 月 30 日",2022 年 04 月 30 日,2022-04-30,103.0,86.0,True
AP202205011562708721,600031.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205011562708721.pdf,444445b4e9d927f00db086493774636680e31fb83e9218c104cdeb4a471f0c78,"景下行业回暖,国际化+电动化重塑行业格局 2022 年 05 月 01 日",2022 年 05 月 01 日,2022-05-01,128.0,111.0,True
AP202205031563289682,688223.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205031563289682.pdf,fc59a8bab2754275a7529ccc6fa1767ce8644b5ecff7b7ad15c0a02cd569ef16,"技术布局追星赶月,渠道品牌厚积薄发 2022 年 05 月 03 日",2022 年 05 月 03 日,2022-05-03,99.0,82.0,True
AP202205051563695506,600497.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205051563695506.pdf,7a2c8ee63b98becafaf93420a9b734caa66bc26e19fdab1814e539765e175e0d,高成长、稀缺的锌资源龙头 2022 年 05 月 04 日,2022 年 05 月 04 日,2022-05-04,94.0,77.0,True
AP202205061563870877,601238.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205061563870877.pdf,830c3f7091b83965bb3aa7f65f10d5569d429d13809726dfb26c74b3042d68df,"自主+合资共振,新车周期向上 2022 年 05 月 06 日",2022 年 05 月 06 日,2022-05-06,95.0,78.0,True
AP202205061563959100,601958.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205061563959100.pdf,16ed7adf20885aa88b2769419ae7501c06535fa777693c3483df17ae79669d92,"钼价进一步上涨,矿山质优规模大 2022 年 05 月 06 日",2022 年 05 月 06 日,2022-05-06,97.0,80.0,True
AP202205081564320959,601238.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205081564320959.pdf,6c0574045753ee4a59f57729eba4e6303ee84e7ced7176d51e37fb88ca9af214,"疫情影响整体产批,埃安同比正增长 2022 年 05 月 08 日",2022 年 05 月 08 日,2022-05-08,96.0,79.0,True
AP202205101564652642,000625.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205101564652642.pdf,d9af01c0a9aae567af9366465023b385a85a7173bd50cb2979f6f00def894040,"疫情影响 4 月产销,C385+LUMIN 值得期待 2022 年 05 月 10 日",2022 年 05 月 10 日,2022-05-10,106.0,89.0,True
AP202205101564675106,601633.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205101564675106.pdf,022775f977e58aa5b114e70d7b1f1d228c96d7523de5b97410845da936206548,"疫情影响 4 月产销,5 月有望改善 2022 年 05 月 10 日",2022 年 05 月 10 日,2022-05-10,98.0,81.0,True
AP202205111564906395,002594.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205111564906395.pdf,b25087d6f243b87bba31f16cb6e73469300f01cef0c3c9a7995a9dcb866bdf4c,"十年技术积淀,业务多点开花 2022 年 05 月 11 日",2022 年 05 月 11 日,2022-05-11,93.0,76.0,True
AP202205121565180940,002028.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205121565180940.pdf,4f575c13de9c3f8d26f0e30ddc0cb75acec7a370007b5bf0a4192817fc8eae71,"网内新常态、网外再扩张,平台生态助长跑 2022 年 05 月 11 日",2022 年 05 月 11 日,2022-05-11,101.0,84.0,True
AP202205151565759753,600941.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205151565759753.pdf,f5307dcd67d81d9199fe03816bc7ee4f40e9baa921166130ac69ae289414b9c6,"不断拓展业务边界,加速数字智能化转型 2022 年 05 月 15 日",2022 年 05 月 15 日,2022-05-15,99.0,82.0,True
AP202205171566110651,600438.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205171566110651.pdf,0b7b5a568fbe91d2e750db747faffa47590d3ee79543b5abb96e8de940ba133c,"发布员工持股方案,提高凝聚力,彰显信心 2022 年 05 月 17 日",2022 年 05 月 17 日,2022-05-17,100.0,83.0,True
AP202205171566110652,002653.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205171566110652.pdf,269f1ad9206b03a39c477c95b32eaed564c73edfd129666315722eb308995d89,"海思科:十年磨一剑,创新转型正当时 2022 年 05 月 16 日",2022 年 05 月 16 日,2022-05-16,98.0,81.0,True
AP202205241567466633,601601.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205241567466633.pdf,456fff3a60c1165f26e866ce28da38e463953bed1ba105372744f2d89adb2f78,上海国资底部持续增持彰显信心 2022 年 05 月 24 日,2022 年 05 月 24 日,2022-05-24,95.0,78.0,True
AP202205281568474294,600009.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205281568474294.pdf,e752b04d0ef98151d0969ea6584899455ed18825fa347290340a08f7d89072f4,"百年门户,静待花开 2022 年 05 月 27 日",2022 年 05 月 27 日,2022-05-27,91.0,74.0,True
AP202205311569146742,603290.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202205311569146742.pdf,9f74bc67724a0dfcbbcf982accf486e9df25978ddb530c53a633ccb43eea7672,"新能源市场持续发力,产品结构不断优化 2022 年 05 月 31 日",2022 年 05 月 31 日,2022-05-31,98.0,81.0,True
AP202206041570023731,300760.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206041570023731.pdf,b88b8202697f9d8a07adddf6311bcf9c6c4d1b89a68bf5210430cd62b6b2b771,"仗剑前行,国产医疗器械航母路在脚下 2022 年 06 月 02 日",2022 年 06 月 02 日,2022-06-02,99.0,82.0,True
AP202206061570344074,002594.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206061570344074.pdf,84edc32bc144f17bca9def3e38dcd67a04e9f4427472e7bb4de4951a97464e0f,"5 月销量火热再创新高,新车型推出引领增长 2022 年 06 月 05 日",2022 年 06 月 05 日,2022-06-05,100.0,83.0,True
AP202206061570452491,601238.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206061570452491.pdf,b62221dc7706307ab87b07d1d3a8ef549a7f2bbc162395a81e9a0e2cdd5bd965,"集团产批环比改善明显,埃安表现最佳 2022 年 06 月 06 日",2022 年 06 月 06 日,2022-06-06,97.0,80.0,True
AP202206091570972667,601633.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206091570972667.pdf,a71e9096e5aba5639bc788e720573120a909b8f58f5d5be6e81e5c4e6c1724ad,"5 月产量环比涨幅超 50%,欧拉新能源表现靓丽 2022 年 06 月 09 日",2022 年 06 月 09 日,2022-06-09,104.0,87.0,True
AP202206101571106285,600104.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206101571106285.pdf,88094861e76fb4b93d3aee488e035754f7c22f72b336e7591f3256bcd5e57eda,"5 月批发环比+118%,复工复产有序推进 2022 年 06 月 09 日",2022 年 06 月 09 日,2022-06-09,101.0,84.0,True
AP202206131571878986,601456.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206131571878986.pdf,6ad2aedfcaf80b6ce7cbf41aa1abe7bc5fc7dddf6563edb8dfc31754c5f24eb5,"集中发力财富管理,强势团队领航前行 2022 年 06 月 13 日",2022 年 06 月 13 日,2022-06-13,99.0,82.0,True
AP202206181573022469,600655.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206181573022469.pdf,16e5703c22e8ac6903325a48c14fc47666533c79d784b5ea5d354285730220a0,"快乐消费潮头立,风物长宜放眼量 2022 年 06 月 14 日",2022 年 06 月 14 日,2022-06-14,97.0,80.0,True
AP202206231574228746,600089.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206231574228746.pdf,4e04f946a600ae41be10814cdd34bea400d5c659923532af21ad07d0fcf9eb2e,"硅料煤炭“丰收年”,传统主业稳健向上 2022 年 06 月 22 日",2022 年 06 月 22 日,2022-06-22,100.0,83.0,True
AP202206231574294746,300763.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206231574294746.pdf,def62d0ec31c56f986605280b51311433e29d109d079e979fdcb626561d5dc74,"组串逆变器龙头,储能逆变器开始爆发 2022 年 06 月 23 日",2022 年 06 月 23 日,2022-06-23,98.0,81.0,True
AP202206271575037510,002180.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206271575037510.pdf,1e6b2ea1b272ac0ad7658e765c5753bd771d20240bef44f817f7d738b3163e12,"打印机量价齐升,芯片打开成长新曲线 2022 年 06 月 26 日",2022 年 06 月 26 日,2022-06-26,97.0,80.0,True
AP202206271575080135,000625.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206271575080135.pdf,3cb1464d117fa8765507a778ced8406fd78db0489a6231fb4f720fc3b7384434,"深蓝 SL03+阿维塔 11 发布,助力品牌向上 2022 年 06 月 27 日",2022 年 06 月 27 日,2022-06-27,104.0,87.0,True
AP202206281575381388,688599.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202206281575381388.pdf,8cea0e28aec02431f31c3db2bc3ad746ad5b1b7ce7bc47aa327e9fa19b5bc873,"战略扩产顺势推进,加码 N 型一体化布局 2022 年 06 月 28 日",2022 年 06 月 28 日,2022-06-28,101.0,84.0,True
AP202207051575807868,002594.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207051575807868.pdf,c5f338659e7e9f0cb5117cc2e62e0b9213c8f7635279067ffb48c40b991c9a4d,"6 月销量持续增长创新高,新车型打开成长空间 2022 年 07 月 05 日",2022 年 07 月 05 日,2022-07-05,101.0,84.0,True
AP202207071575885186,601838.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207071575885186.pdf,06d768c752aa819bacc6cb14ff0efe1ff525603ccd1a01a8be66c953115f69dc,"成都银行:三大红利释放,成长可期 2022 年 07 月 07 日",2022 年 07 月 07 日,2022-07-07,99.0,82.0,True
AP202207091576007159,601633.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207091576007159.pdf,cf5c2ace0e219b14283c449961a4265096d777cb0561d71a0bb2ee752286b618,"6 月批发环比+26%,坦克单月交付创新高 2022 年 07 月 08 日",2022 年 07 月 08 日,2022-07-08,101.0,84.0,True
